id,artist,title,alt_text,description,date_created,date_acquired_or_updated,institution,medium,image_url,mediums_parsed
W385,0,Giacometti's Shadow,"The sculpture is a stylized representation of a bird made from dark brown metal. It consists of flat, geometric shapes and clean lines, standing upright on a rectangular base with angular supports resembling an inverted 'V' or a triangle. The design emphasizes verticality and slenderness, creating a modern and industrial aesthetic.",,"started 1982, published 1983",1986,7,galvanized steel | Sculpture,"https://api.nga.gov/iiif/5fd940dc-e6bd-433d-a59c-3d54441c15c7/full/!200,200/0/default.jpg","[""M06""]"
W386,0,Untitled,"The image shows vertical black abstract shapes on a grid paper background. Each shape contains geometric and organic lines, creating unique silhouettes. The grid lines contrast with the shapes, highlighting the abstract composition.",,1946,1990,7,collage with graphite on graph paper mounted on black construction paper | Drawing,"https://api.nga.gov/iiif/d3c1df4f-5bab-418e-a6aa-d3ad3501e0fd/full/!200,200/0/default.jpg","[""M03""]"
W387,0,Untitled,,,1945,1991,7,wood | Sculpture,"https://api.nga.gov/iiif/b7dce540-8259-4645-a27d-b49d6a65bb6c/full/!200,200/0/default.jpg","[""M06""]"
W388,21,Palimpsest,"The image shows swirling lines and shapes layered in a dense configuration. There are circular and wavy lines creating an intricate web on the canvas. Vague facial features can be perceived within the chaos, resembling human faces, with what seems to be eyes and a mouth. Dark and light areas add depth, with some sections resembling tangled foliage or crowded urban scenes. The overall aesthetic is one of organized confusion, prompting viewers to search for familiar forms hidden in the chaos.",,1951,1995,7,color lithograph on Arches wove paper | Print,"https://api.nga.gov/iiif/840802ac-c1ca-4fdb-a070-c5ee403f83b1/full/!200,200/0/default.jpg","[""M02""]"
W389,10,The Vogels,"The image is a sketch drawing depicting the upper halves of two people, named Dorothy and Herb, along with two cats named Whistler and Renoir. Dorothy is on the left wearing large round glasses and has shoulder-length hair. Herb is on the right with a textured, short hairstyle. Dorothy's sweater has an abstract geometric pattern, while Herb's shirt is subtly shaded. Both figures are accompanied by two cats, Whistler and Renoir. The background includes loose sketch lines outlining abstract shapes, with the inscription ""The Vogels by Martin Wong Jan 20th, 1985"" in the upper left corner.",,1985,2007,7,black ballpoint pen on wove paper | Drawing,"https://api.nga.gov/iiif/9185ac84-44e0-4e0b-9769-f41ed6949f5d/full/!200,200/0/default.jpg","[""M03""]"
W390,21,Could I Ask You Something?,,,1984,1999,7,"accordion-bound volume with 8 etchings on Fabriano PWP paper, text by Lewis Thomas, title page and colophon, plus 1 etching mounted to cover of black clamshell box | Volume",,"[""M02""]"
W391,21,Untitled,,,1984,1999,7,etching on Fabriano PWP paper mounted to cover of black clamshell box | Print,,"[""M02""]"
W392,21,Untitled,,,1984,1999,7,etching on Fabriano PWP paper | Print,,"[""M02""]"
W393,21,Untitled,,,1984,1999,7,etching on Fabriano PWP paper | Print,,"[""M02""]"
W394,21,Untitled,,,1984,1999,7,etching in blue on Fabriano PWP paper | Print,,"[""M02""]"
W395,21,Untitled,,,1984,1999,7,etching on Fabriano PWP paper | Print,,"[""M02""]"
W396,21,Untitled,,,1984,1999,7,etching on Fabriano PWP paper | Print,,"[""M02""]"
W397,21,Untitled,,,1984,1999,7,etching in black and red on Fabriano PWP paper | Print,,"[""M02""]"
W398,21,Untitled,,,1984,1999,7,etching on Fabriano PWP paper | Print,,"[""M02""]"
W399,21,Untitled,,,1984,1999,7,etching in black and yellow on Fabriano PWP paper | Print,,"[""M02""]"
W400,29,Needlework,,,2004,2005,7,lithograph in black on chine collé on Arches Cover White paper | Portfolio,"https://api.nga.gov/iiif/f8ed2606-7594-4ba6-a351-4afe544e8aaf/full/!200,200/0/default.jpg","[""M02""]"
W401,12,Synecdoche,"560 panels, each painted a unique, flat color, are hung in a grid to create an abstract work of art. The grid has ten horizontal rows of fifty-six panels. The surface of each panel is covered from edge to edge with a single color. The colors range from mahogany to peach, almond white to dark brown. Some panels are smoothly painted while brushwork is visible on others.",,1991-present,2009,7,"oil and wax on lauan plywood, birch plywood, and plywood | Painting","https://api.nga.gov/iiif/09f50027-eeb8-42c1-9306-050e48b637e4/full/!200,200/0/default.jpg","[""M04""]"
W402,5,Desert Flower,,,1965,2008,7,lithograph | Print,,"[""M02""]"
W403,21,Et Mane Quippe In Eis Factum Est Et Vespera,"The image consists of intricate flowing lines and shapes in an abstract style. In the center are humanoid figures with elongated bodies and fine facial features. Surrounding them are swirling patterns resembling flora, stars, and a crescent moon. Smaller figures and skeletal forms are dispersed throughout the composition, along with skulls and skeletal motifs. The artwork invites viewers to explore its detailed design.",,1936,2008,7,wood engraving | Print,"https://api.nga.gov/iiif/e7b581da-67c3-488f-ae7c-db3b5391fd29/full/!200,200/0/default.jpg","[""M02""]"
W404,21,Samson in Gaza,"The image depicts a human figure shown from the back, primarily covering the torso and upper body. The person is kneeling with their back arched, one arm resting on a knee and the other reaching forward. The facial features are partially visible in profile, with hair styled in a short, neat fashion. The person is wearing a robe or garment with intricate patterns. They are not shown wearing any jewelry or holding objects. Surrounding the person is a patterned floor, and the background features stylized pillars with stars and a crescent moon depicted in the upper left quadrant.",,1934,2008,7,wood engraving | Print,"https://api.nga.gov/iiif/25e36081-7776-458a-9f23-97576f80285d/full/!200,200/0/default.jpg","[""M02""]"
W405,12,Belly Painting: Prussian Blue,,,1993,2014,7,encaustic on linen | Painting,"https://api.nga.gov/iiif/db910af6-9419-4f5f-9f83-7972c10c0649/full/!200,200/0/default.jpg","[""M04""]"
W406,29,Untitled,"The image shows a composition of lines and shapes. Two overlapping ovals are in the background, with an abstract red line drawing at the center. In the left oval, there is a pattern resembling a plow or farming implement, while the right oval contains a black and white depiction of a traditional sailing ship. The abstract red lines overlay the ovals, visually connecting the two objects. The juxtaposition of familiar shapes suggests a blend of elements, evoking imagery of agriculture and maritime exploration.",,1994,2015,7,screenprint in black over colored pulp on handmade paper | Print,"https://api.nga.gov/iiif/1a423ace-cca9-4940-9c20-5caef4b813a8/full/!200,200/0/default.jpg","[""M02""]"
W407,29,Post-Age,,,2000,2023,7,oil on canvas | Painting,"https://api.nga.gov/iiif/683e2be3-9e2a-44c1-82ca-14bad5023d49/full/!200,200/0/default.jpg","[""M04""]"
W408,6,Seoul Home – Inverted,,,2023,2024,7,thread drawing embedded in handmade wove STPI paper | Drawing,,"[""M03""]"
W409,10,Prison Bunk Beds,,,c. 1988-1991,2024,7,acrylic on canvas | Painting,"https://api.nga.gov/iiif/91426fbb-8711-4b36-81cc-f487f66bfc1c/full/!200,200/0/default.jpg","[""M04""]"
